S.No,URL,Path Segment,Breadcrumb Path (Array),Breadcrumb (Formatted Trail),Primary Page Type,Hierarchy Level,Inbound Links,Search Intent
11,https://linear.app/contact/support,/contact/support,"['Homepage', 'Contact']",Homepage > Contact,UNKNOWN,L3_LEAF_PAGE,162,INFORMATIONAL
12,https://linear.app/customers,/customers,"['Homepage', 'Customers']",Homepage > Customers,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,747,COMMERCIAL_INVESTIGATION
13,https://linear.app/customer-requests,/customer-requests,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,741,COMMERCIAL_INVESTIGATION
14,https://linear.app/docs,/docs,"['Homepage', 'Docs']",Homepage > Docs,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,897,COMMERCIAL_INVESTIGATION
15,https://linear.app/developers,/developers,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,896,COMMERCIAL_INVESTIGATION
16,https://linear.app/enterprise,/enterprise,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,741,COMMERCIAL_INVESTIGATION
17,https://linear.app/features,/features,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
18,https://linear.app/asks,/asks,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,741,COMMERCIAL_INVESTIGATION
19,https://linear.app/insights,/insights,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,741,COMMERCIAL_INVESTIGATION
20,https://linear.app/intake,/intake,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,741,COMMERCIAL_INVESTIGATION
21,https://linear.app/integrations,/integrations,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,752,COMMERCIAL_INVESTIGATION
22,https://linear.app/method,/method,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,743,COMMERCIAL_INVESTIGATION
23,https://linear.app/monitor,/monitor,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,741,COMMERCIAL_INVESTIGATION
24,https://linear.app/releases/2020-12,/releases/2020-12,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
25,https://linear.app/releases/2021-06,/releases/2021-06,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
26,https://linear.app/releases/2022,/releases/2022,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
27,https://linear.app/releases/figma,/releases/figma,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
28,https://linear.app/security,/security,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,745,COMMERCIAL_INVESTIGATION
29,https://linear.app/security/vulnerability,/security/vulnerability,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,1,INFORMATIONAL
30,https://linear.app/startups,/startups,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,743,COMMERCIAL_INVESTIGATION
31,https://linear.app/dpa,/dpa,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,744,COMMERCIAL_INVESTIGATION
32,https://linear.app/privacy,/privacy,"['OTHERS', 'UTILITY_LEGAL']",OTHERS > UTILITY_LEGAL,UTILITY_LEGAL,UTILITY_PAGE,742,NAVIGATIONAL
33,https://linear.app/terms,/terms,"['OTHERS', 'UTILITY_LEGAL']",OTHERS > UTILITY_LEGAL,UTILITY_LEGAL,UTILITY_PAGE,742,NAVIGATIONAL
34,https://linear.app/brand,/brand,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,742,COMMERCIAL_INVESTIGATION
35,https://linear.app/change,/change,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
36,https://linear.app/download,/download,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,743,COMMERCIAL_INVESTIGATION
37,https://linear.app/now,/now,"['Homepage', 'Now']",Homepage > Now,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,747,COMMERCIAL_INVESTIGATION
38,https://linear.app/fm,/fm,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
39,https://linear.app/pricing,/pricing,"['Homepage', 'Pricing']",Homepage > Pricing,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,774,COMMERCIAL_INVESTIGATION
40,https://linear.app/readme,/readme,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,37,INFORMATIONAL
41,https://linear.app/ios,/ios,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
42,https://linear.app/android,/android,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
43,https://linear.app/plan,/plan,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,741,COMMERCIAL_INVESTIGATION
44,https://linear.app/build,/build,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,741,COMMERCIAL_INVESTIGATION
45,https://linear.app/diffs,/diffs,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,742,COMMERCIAL_INVESTIGATION
46,https://linear.app/mobile,/mobile,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,742,COMMERCIAL_INVESTIGATION
47,https://linear.app/quality,/quality,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,751,COMMERCIAL_INVESTIGATION
48,https://linear.app/switch,/switch,"['OTHERS', 'SERVICE_CATEGORY_HUB']",OTHERS > SERVICE_CATEGORY_HUB,SERVICE_CATEGORY_HUB,L1_PRIMARY_NAV_HUB,748,COMMERCIAL_INVESTIGATION
49,https://linear.app/switch/migration-guide,/switch/migration-guide,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,7,INFORMATIONAL
50,https://linear.app/switch/pilot-guide,/switch/pilot-guide,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
51,https://linear.app/switch/pitch-guide,/switch/pitch-guide,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
52,https://linear.app/blog/how-we-built-linear-agent,/blog/how-we-built-linear-agent,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
53,https://linear.app/blog/introducing-loops,/blog/introducing-loops,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
54,https://linear.app/blog/linear-agent-bug-fix,/blog/linear-agent-bug-fix,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
55,https://linear.app/blog/coding-sessions-for-linear-agent,/blog/coding-sessions-for-linear-agent,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
56,https://linear.app/blog/reviewing-code-in-the-agent-era,/blog/reviewing-code-in-the-agent-era,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
57,https://linear.app/blog/code-review-should-be-fast,/blog/code-review-should-be-fast,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
58,https://linear.app/blog/code-intelligence-for-linear-agent,/blog/code-intelligence-for-linear-agent,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
59,https://linear.app/blog/how-we-hire-at-linear,/blog/how-we-hire-at-linear,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
60,https://linear.app/blog/output-isn-t-design,/blog/output-isn-t-design,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
61,https://linear.app/blog/how-we-use-linear-agent-at-linear,/blog/how-we-use-linear-agent-at-linear,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
62,https://linear.app/blog/linear-incident-on-mar-24th-2026,/blog/linear-incident-on-mar-24th-2026,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
63,https://linear.app/blog/behind-the-latest-design-refresh,/blog/behind-the-latest-design-refresh,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
64,https://linear.app/blog/design-is-more-than-code,/blog/design-is-more-than-code,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
65,https://linear.app/blog/cx-in-linear,/blog/cx-in-linear,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
66,https://linear.app/blog/continuous-planning-in-linear,/blog/continuous-planning-in-linear,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
67,https://linear.app/blog/designing-remote-work-at-linear,/blog/designing-remote-work-at-linear,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
68,https://linear.app/blog/self-driving-saas,/blog/self-driving-saas,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
69,https://linear.app/blog/linear-liquid-glass,/blog/linear-liquid-glass,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
70,https://linear.app/blog/dashboards-best-practices,/blog/dashboards-best-practices,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
71,https://linear.app/blog/zero-bugs-policy,/blog/zero-bugs-policy,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
72,https://linear.app/blog/commure-dashboards,/blog/commure-dashboards,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
73,https://linear.app/blog/how-we-built-triage-intelligence,/blog/how-we-built-triage-intelligence,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
74,https://linear.app/blog/giving-our-team-liquidity-through-linear-s-first-tender-offer,/blog/giving-our-team-liquidity-through-linear-s-first-tender-offer,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
75,https://linear.app/blog/how-cursor-integrated-with-linear-for-agents,/blog/how-cursor-integrated-with-linear-for-agents,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
76,https://linear.app/blog/quality-wednesdays,/blog/quality-wednesdays,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
77,https://linear.app/blog/our-approach-to-building-the-agent-interaction-sdk,/blog/our-approach-to-building-the-agent-interaction-sdk,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
78,https://linear.app/blog/mercury-linear-ai-agents,/blog/mercury-linear-ai-agents,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
79,https://linear.app/blog/building-our-way,/blog/building-our-way,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
80,https://linear.app/blog/why-is-quality-so-rare,/blog/why-is-quality-so-rare,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
81,https://linear.app/blog/design-for-the-ai-age,/blog/design-for-the-ai-age,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
82,https://linear.app/blog/building-what-customers-need,/blog/building-what-customers-need,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
83,https://linear.app/blog/the-profitable-startup,/blog/the-profitable-startup,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
84,https://linear.app/blog/why-and-how-scale-migrated-to-linear,/blog/why-and-how-scale-migrated-to-linear,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
85,https://linear.app/blog/simplifying-support-at-scale-how-pleo-uses-linear-asks,/blog/simplifying-support-at-scale-how-pleo-uses-linear-asks,"['Now', 'From the community']",Now > From the community,UNKNOWN,L3_LEAF_PAGE,1,INFORMATIONAL
86,https://linear.app/blog/how-we-built-multi-region-support-for-linear,/blog/how-we-built-multi-region-support-for-linear,"['Now', 'From the team']",Now > From the team,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
87,https://linear.app/blog/how-we-redesigned-the-linear-ui,/blog/how-we-redesigned-the-linear-ui,"['Now', 'From the team']",Now > From the team,UNKNOWN,L3_LEAF_PAGE,8,INFORMATIONAL
88,https://linear.app/blog/a-design-reset,/blog/a-design-reset,"['Now', 'From the team']",Now > From the team,UNKNOWN,L3_LEAF_PAGE,7,INFORMATIONAL
89,https://linear.app/blog/rethinking-the-startup-mvp-building-a-competitive-product,/blog/rethinking-the-startup-mvp-building-a-competitive-product,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
90,https://linear.app/blog/descript-internal-guide-for-using-linear,/blog/descript-internal-guide-for-using-linear,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
91,https://linear.app/blog/linear-incident-on-jan-24th-2024,/blog/linear-incident-on-jan-24th-2024,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
92,https://linear.app/blog/why-and-how-we-do-work-trials-at-linear,/blog/why-and-how-we-do-work-trials-at-linear,"['Now', 'From the team']",Now > From the team,UNKNOWN,L3_LEAF_PAGE,24,INFORMATIONAL
93,https://linear.app/blog/using-ai-to-detect-similar-issues,/blog/using-ai-to-detect-similar-issues,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
94,https://linear.app/blog/planning-for-unplanned-work,/blog/planning-for-unplanned-work,"['Now', 'From the team']",Now > From the team,UNKNOWN,L3_LEAF_PAGE,1,INFORMATIONAL
95,https://linear.app/blog/how-we-run-projects-at-linear,/blog/how-we-run-projects-at-linear,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
96,https://linear.app/blog/series-b,/blog/series-b,"['Now', 'From the team']",Now > From the team,UNKNOWN,L3_LEAF_PAGE,1,INFORMATIONAL
97,https://linear.app/blog/how-we-think-about-customer-experience-at-linear,/blog/how-we-think-about-customer-experience-at-linear,"['Now', 'From the team']",Now > From the team,UNKNOWN,L3_LEAF_PAGE,1,INFORMATIONAL
98,https://linear.app/blog/scaling-the-linear-sync-engine,/blog/scaling-the-linear-sync-engine,"['Now', 'From the team']",Now > From the team,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
99,https://linear.app/blog/welcoming-cristina-cordova-to-linear,/blog/welcoming-cristina-cordova-to-linear,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
100,https://linear.app/blog/how-we-built-project-updates,/blog/how-we-built-project-updates,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
101,https://linear.app/blog/settings-are-not-a-design-failure,/blog/settings-are-not-a-design-failure,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
102,https://linear.app/blog/linear-2021-wrapped,/blog/linear-2021-wrapped,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
103,https://linear.app/blog/fast-growing-startups-are-built-on-linear,/blog/fast-growing-startups-are-built-on-linear,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
104,https://linear.app/blog/building-at-the-early-stage,/blog/building-at-the-early-stage,"['Now', 'From the team']",Now > From the team,UNKNOWN,L3_LEAF_PAGE,1,INFORMATIONAL
105,https://linear.app/blog/linear-raises-usd13m-in-series-a-funding-from-sequoia-capital,/blog/linear-raises-usd13m-in-series-a-funding-from-sequoia-capital,"['Now', 'From the team']",Now > From the team,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
106,https://linear.app/blog/invisible-details,/blog/invisible-details,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
107,https://linear.app/blog/practices-for-building-linear-is-now-open-for-all,/blog/practices-for-building-linear-is-now-open-for-all,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
108,https://linear.app/blog/startups-write-changelogs,/blog/startups-write-changelogs,"['Now', 'From the team']",Now > From the team,UNKNOWN,L3_LEAF_PAGE,1,INFORMATIONAL
109,https://linear.app/blog/linear-s-next-chapter-announcing-our-usd4-2m-seed-round,/blog/linear-s-next-chapter-announcing-our-usd4-2m-seed-round,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,0,INFORMATIONAL
110,https://linear.app/changelog/2026-08-13-team-initiatives,/changelog/2026-08-13-team-initiatives,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,6,INFORMATIONAL
111,https://linear.app/changelog/2026-07-30-coding-sessions-on-mobile,/changelog/2026-07-30-coding-sessions-on-mobile,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,6,INFORMATIONAL
112,https://linear.app/changelog/2026-07-23-agent-assisted-editing,/changelog/2026-07-23-agent-assisted-editing,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,5,INFORMATIONAL
113,https://linear.app/changelog/2026-07-20-introducing-loops,/changelog/2026-07-20-introducing-loops,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,6,INFORMATIONAL
114,https://linear.app/changelog/2026-07-02-initiative-properties,/changelog/2026-07-02-initiative-properties,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
115,https://linear.app/changelog/2026-06-18-agent-assisted-project-updates,/changelog/2026-06-18-agent-assisted-project-updates,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,3,INFORMATIONAL
116,https://linear.app/changelog/2026-06-11-coding-sessions,/changelog/2026-06-11-coding-sessions,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,3,INFORMATIONAL
117,https://linear.app/changelog/2026-06-04-team-documents,/changelog/2026-06-04-team-documents,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
118,https://linear.app/changelog/2026-05-27-linear-diffs,/changelog/2026-05-27-linear-diffs,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,5,INFORMATIONAL
119,https://linear.app/changelog/2026-05-21-project-slack-channels,/changelog/2026-05-21-project-slack-channels,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
120,https://linear.app/changelog/2026-05-14-code-intelligence,/changelog/2026-05-14-code-intelligence,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,5,INFORMATIONAL
121,https://linear.app/changelog/2026-04-30-releases,/changelog/2026-04-30-releases,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
122,https://linear.app/changelog/2026-04-23-linear-agent-mcp-support,/changelog/2026-04-23-linear-agent-mcp-support,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,4,INFORMATIONAL
123,https://linear.app/changelog/2026-04-16-linear-for-microsoft-teams,/changelog/2026-04-16-linear-for-microsoft-teams,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
124,https://linear.app/changelog/2026-04-09-multi-level-sub-teams,/changelog/2026-04-09-multi-level-sub-teams,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
125,https://linear.app/changelog/2026-04-02-web-forms-for-linear-asks,/changelog/2026-04-02-web-forms-for-linear-asks,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,2,INFORMATIONAL
126,https://linear.app/changelog/2026-03-24-introducing-linear-agent,/changelog/2026-03-24-introducing-linear-agent,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,7,INFORMATIONAL
127,https://linear.app/changelog/2026-03-12-ui-refresh,/changelog/2026-03-12-ui-refresh,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,1,INFORMATIONAL
128,https://linear.app/changelog/2026-02-26-deeplink-to-ai-coding-tools,/changelog/2026-02-26-deeplink-to-ai-coding-tools,"['OTHERS', 'UNKNOWN']",OTHERS > UNKNOWN,UNKNOWN,L3_LEAF_PAGE,3,INFORMATIONAL
